REGION,PROVINCE,CITY,LOCATION,OWNERSHIP_CLASS,Unnamed: 6,NAME OF HOSPITAL,ABC,MEDICAL_DIRECTOR,CLASS,SERVCE CAPABILI TY,CONTACT,EMAIL,FAX,MOBILE,REMARKS,Actual Hospital Name,Mapping_Address,lat,lng
CENTRAL LUZON,BATAAN,,"Lourdes Street Ma.Fe Subd., Orani",GOVT,Province,ORANI DISTRICT HOSPITAL,45,Dr. Hector T. Santos,General,Level 1,(047) 237-0757,odhbataan@yahoo.com,NaN,NaN,NaN,ORANI DISTRICT HOSPITAL,"ORANI DISTRICT HOSPITAL, CENTRAL LUZON, BATAAN",14.7900589,120.5354456
CENTRAL LUZON,BATAAN,Balanga City,"Manahan Street, Tenejero, Balanga City, Bataan",GOVT,DOH Ret.,"BATAAN GENERAL HOSPITAL
AND MEDICAL CENTER ( formerly BATAAN PROVINCIAL HOSPITAL)",417,"Dr. Glory V. Baltazar, Mph, Mha, Cese, Medical Center Chief",General,Level 3,"047-2371274 loc
210",bgh_bataan2005@yahoo.com,NaN,NaN,inc.. In ABC  from 264 to 417,"BATAAN GENERAL HOSPITAL
AND MEDICAL CENTER ( formerly BATAAN PROVINCIAL HOSPITAL)","BATAAN GENERAL HOSPITAL
AND MEDICAL CENTER ( formerly BATAAN PROVINCIAL HOSPITAL), CENTRAL LUZON, BATAAN, Balanga City",14.6785305,120.5304283
CENTRAL LUZON,BULACAN,,"Carpa Vilage,Sabang, Baliuag",GOVT,Province,BALIUAG  DISTRICT HOSPITAL,75,Dr. Angelito D. Trinidad,General,Level 1,"(044) 766-2364/
2338",baliuagdistrict@yahoo.com,NaN,NaN,NaN,BALIUAG  DISTRICT HOSPITAL,"BALIUAG  DISTRICT HOSPITAL, CENTRAL LUZON, BULACAN",14.9742417,120.8945181
CENTRAL LUZON,BULACAN,,"Caniogan,Calumpit",GOVT,Province,CALUMPIT DISTRICT HOSPITAL,25,Dr. Marietta M. Katipunan,General,Level 1,(044) 202-4415,"cdh@bulacan.gov
.ph",NaN,NaN,NaN,CALUMPIT DISTRICT HOSPITAL,"CALUMPIT DISTRICT HOSPITAL, CENTRAL LUZON, BULACAN",14.907497,120.771085
CENTRAL LUZON,BULACAN,,"Toma Cruz St. Sto. Nino, Hagonoy, Bulacan",GOVT,Province,EMILIO G. PEREZ MEMORIAL HOSPITAL,50,Dr. Gerardo C. Morales,General,Level 1,044 794 4370,egpdh@yahoo.com,NaN,NaN,NaN,EMILIO G. PEREZ MEMORIAL HOSPITAL,"EMILIO G. PEREZ MEMORIAL HOSPITAL, CENTRAL LUZON, BULACAN",14.83669,120.733577
CENTRAL LUZON,BULACAN,,"Bagumbayan,Bulacan,Bula can",GOVT,Province,GREGORIO DEL PILAR DISTRICT HOSPITAL,25,Dr. Roselle J. Acob,General,Level 1,(044) 760 3088,gdpdh@bulacan.gov.ph,"(044) 792-
2920",NaN,NaN,GREGORIO DEL PILAR DISTRICT HOSPITAL,"GREGORIO DEL PILAR DISTRICT HOSPITAL, CENTRAL LUZON, BULACAN",14.792852,120.8798932
CENTRAL LUZON,BULACAN,,"Mun. Compound Pob.
,Norzagaray",GOVT,Municipal,NORZAGARAY MUNICIPAL HOSPITAL,25,Dr. Joselito C. Santiago,General,Level 1,0927-2444-555,joselitocsantiago@yahoo.com,NaN,NaN,NaN,NORZAGARAY MUNICIPAL HOSPITAL,"NORZAGARAY MUNICIPAL HOSPITAL, CENTRAL LUZON, BULACAN",14.9041856,121.0420654
CENTRAL LUZON,BULACAN,,"Tabe, Guiguinto, Bulacan",GOVT,Municipal,OSPITAL NG GUIGUINTO,25,Dr. Caesar H. Mejia,General,Level 1,(044) 760-7776,"ospitalgto@gmail.
com",NaN,NaN,NaN,OSPITAL NG GUIGUINTO,"OSPITAL NG GUIGUINTO, CENTRAL LUZON, BULACAN",14.8349859,120.8912519
CENTRAL LUZON,BULACAN,,"Poblacion, Sta.Maria",GOVT,Province,ROGACIANO M. MERCADO MEMORIAL HOSPITAL,150,Dr. David Ranland M. Domingo,General,Level 1,044 641 3038,rmmmh@bulacan.gov.ph,NaN,NaN,NaN,ROGACIANO M. MERCADO MEMORIAL HOSPITAL,"ROGACIANO M. MERCADO MEMORIAL HOSPITAL, CENTRAL LUZON, BULACAN",14.818849,120.959761
CENTRAL LUZON,BULACAN,,"Sta. Rita old, San Miguel",GOVT,Province,SAN MIGUEL DISTRICT HOSPITAL,50,Dr. Edwin P. Tecson,General,Level 1,"(044) 678-2070/
764-0130",sanmiguel_districthospital@yahoo.com,NaN,NaN,NaN,SAN MIGUEL DISTRICT HOSPITAL,"SAN MIGUEL DISTRICT HOSPITAL, CENTRAL LUZON, BULACAN",15.1366732,120.9657745
CENTRAL LUZON,BULACAN,Malolos City,"Mojon Road, Malolos City, Bulacan",GOVT,Province,BULACAN MEDICAL CENTER,300,Dr. Hjordis Marushka B. Celis,General,Level 3,044-7910630,pho_bulacan@yahoo.com,NaN,NaN,NaN,BULACAN MEDICAL CENTER,"BULACAN MEDICAL CENTER, CENTRAL LUZON, BULACAN, Malolos City",14.8586047,120.8169218
CENTRAL LUZON,BULACAN,San Jose del Monte City,"Bagong Buhay I, San Jose del Monte City",GOVT,Municipal,OSPITAL NG LUNGSOD NG SAN JOSE DEL MONTE,90,Dr. Catherine Misoles Beltran,General,Level 1,(044) 905- 2682/280,evelynbrigino@yahoo.com,NaN,NaN,NaN,OSPITAL NG LUNGSOD NG SAN JOSE DEL MONTE,"OSPITAL NG LUNGSOD NG SAN JOSE DEL MONTE, CENTRAL LUZON, BULACAN, San Jose del Monte City",14.8544045,121.0573173
CENTRAL LUZON,NUEVA ECIJA,,"De Lara Street, Brgy Curva, Bongabon, N.E.",GOVT,Province,BONGABON DISTRICT HOSPITAL,29,Dr. Gloria Borre- Unciano,General,Level 1,NaN,bongabondistricthospital-ne@y.c.ph,NaN,"09472188421/09089
844230",NaN,BONGABON DISTRICT HOSPITAL,"BONGABON DISTRICT HOSPITAL, CENTRAL LUZON, NUEVA ECIJA",15.6209239,121.1476684
CENTRAL LUZON,NUEVA ECIJA,,"Maestrang Kikay, Talavera, N.E.",GOVT,DOH-RET,TALAVERA GENERAL HOSPITAL (DR. PJGMRMC TALAVERA EXTENSION HOSPITAL),53,Dr. Ma. Isabel S. Gallardo,General,Level 1,044 940 7990,teh_talavera@yahoo.com,"(044) 940-
5945",NaN,NaN,TALAVERA GENERAL HOSPITAL (DR. PJGMRMC TALAVERA EXTENSION HOSPITAL),"TALAVERA GENERAL HOSPITAL (DR. PJGMRMC TALAVERA EXTENSION HOSPITAL), CENTRAL LUZON, NUEVA ECIJA",15.584408,120.919953
CENTRAL LUZON,NUEVA ECIJA,,"Bayanihan, Gapan",GOVT,Province,GAPAN DISTRICT HOSPITAL,25,"Dr. Antonio G. Duque, OIC",General,Level 1,044 958 4834,gapandistricthospital@gmail.com,NaN,NaN,50-25,GAPAN DISTRICT HOSPITAL,"GAPAN DISTRICT HOSPITAL, CENTRAL LUZON, NUEVA ECIJA",15.2911537,120.9507918
CENTRAL LUZON,NUEVA ECIJA,,"Pacac, Guimba, Nueva Ecija",GOVT,Province,GUIMBA DISTRICT HOSPITAL,17,Dr. Nenita S. San Jose,General,Level 1,0922 840 2628,guimbadistricthospital@yahoo.comor@y.c,NaN,NaN,NaN,GUIMBA DISTRICT HOSPITAL,"GUIMBA DISTRICT HOSPITAL, CENTRAL LUZON, NUEVA ECIJA",15.6911188,120.7264033
CENTRAL LUZON,NUEVA ECIJA,,"San Mariano,San Antonio",GOVT,Province,SAN ANTONIO DISTRICT HOSPITAL,41,Dr. Adora H. Cruz,General,Level 1,044- 333 3313,sanantoniodistricthospital@yahoo.com,NaN,09122360367,NaN,SAN ANTONIO DISTRICT HOSPITAL,"SAN ANTONIO DISTRICT HOSPITAL, CENTRAL LUZON, NUEVA ECIJA",15.3218327,120.8785987
CENTRAL LUZON,NUEVA ECIJA,,"Prov. Rd., Pulong Bule, Sto. Domingo",GOVT,Province,STO. DOMINGO DISTRICT HOSPITAL,25,Dr. Darwin S. Panahon,General,Level 1,NaN,stodomingodistricthospital@yahoo.com,NaN,09175532928/0925 7273271,NaN,STO. DOMINGO DISTRICT HOSPITAL,"STO. DOMINGO DISTRICT HOSPITAL, CENTRAL LUZON, NUEVA ECIJA",15.5915351,120.8755526
CENTRAL LUZON,NUEVA ECIJA,Cabanatuan City,"Maharlika Hi-way,Daan Sarile,",GOVT,Province,E.L. JOSON MEMORIAL HOSPITAL,180,"Dr. Augusto F. Abeleda, Jr.",General,Level 1,(044) 600-5233,eljmemorialhospital@gmail.com,NaN,NaN,NaN,E.L. JOSON MEMORIAL HOSPITAL,"E.L. JOSON MEMORIAL HOSPITAL, CENTRAL LUZON, NUEVA ECIJA, Cabanatuan City",15.5044444,120.9744006
CENTRAL LUZON,NUEVA ECIJA,Cabanatuan City,"Maharlika Hi-way, Cabanatuan City, N.E.",GOVT,City,MV GALLEGO CABANATUAN CITY GENERAL HOSPITAL,76,Dr. Benedicto S. Joson Jr.,General,Level 1,(044) 958-9773,mvgccgh01@yahoo.com,"(044) 958-
9707",NaN,NaN,MV GALLEGO CABANATUAN CITY GENERAL HOSPITAL,"MV GALLEGO CABANATUAN CITY GENERAL HOSPITAL, CENTRAL LUZON, NUEVA ECIJA, Cabanatuan City",15.4762261,120.9579215
CENTRAL LUZON,NUEVA ECIJA,Cabanatuan City,"Mabini Street, Cabanatuan City",GOVT,DOH-Ret,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,400,Dr. Huberto F. Lapuz,General,Level 3,044-4639937,dr_hubertolapuz@yahoo.com,NaN,NaN,NaN,DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER,"DR. PAULINO J. GARCIA MEMORIAL RESEARCH & MEDICAL CENTER, CENTRAL LUZON, NUEVA ECIJA, Cabanatuan City",15.489271,120.9727529
CENTRAL LUZON,NUEVA ECIJA,San Jose City,"Maharlika Hi-way, Brgy.Malasin, San Jose City",GOVT,Province,SAN JOSE CITY GENERAL HOSPITAL,50,Dr. Joseph L. Navallo,General,Level 1,(044) 511-3087,sanjosegenhosp@yahoo.com,NaN,NaN,NaN,SAN JOSE CITY GENERAL HOSPITAL,"SAN JOSE CITY GENERAL HOSPITAL, CENTRAL LUZON, NUEVA ECIJA, San Jose City",15.807488,120.999896
CENTRAL LUZON,NUEVA ECIJA,San Jose City,"A.O Pascual St., San Jose City,San Mariano,San antonio",GOVT,City,OSPITAL NG LUNGSOD NG SAN JOSE,23,Dr. Imelda T. Cornel,General,Level 1,044-4566671,olsj3121@gmail.com,NaN,NaN,NaN,OSPITAL NG LUNGSOD NG SAN JOSE,"OSPITAL NG LUNGSOD NG SAN JOSE, CENTRAL LUZON, NUEVA ECIJA, San Jose City",15.7917166,120.992129
CENTRAL LUZON,PAMPANGA,,"Ninoy Aquino Ave.Clark Airbase, Clark",GOVT,AFP,AIRFORCE CITY HOSPITAL,25,LTC Teresita B. Nabua,General,Level 1,"(045) 599-2014/
499-2225",AFCH2013@yahoo.com,NaN,NaN,NaN,AIRFORCE CITY HOSPITAL,"AIRFORCE CITY HOSPITAL, CENTRAL LUZON, PAMPANGA",15.1822827,120.532162
CENTRAL LUZON,PAMPANGA,,"Basa Airbase, Floridablanca",GOVT,AFP,BASA AIRBASE HOSPITAL,17,LTC Alan E Romero,General,Level 1,045 9700 299,babhadwpaf@yahoo.com,NaN,NaN,NaN,BASA AIRBASE HOSPITAL,"BASA AIRBASE HOSPITAL, CENTRAL LUZON, PAMPANGA",14.9796414,120.5013703
CENTRAL LUZON,PAMPANGA,,"Sta. Rita,Guagua",GOVT,Province,DIOSDADO P. MACAPAGAL MEMORIAL HOSPITAL,75,Dr. Fleur-De-Lis M. Zapata,General,Level 1,(045) 900-2112,dpmmhguagua@gmail.com,NaN,NaN,NaN,DIOSDADO P. MACAPAGAL MEMORIAL HOSPITAL,"DIOSDADO P. MACAPAGAL MEMORIAL HOSPITAL, CENTRAL LUZON, PAMPANGA",14.985462,120.6224036
CENTRAL LUZON,PAMPANGA,,"Batasan, Macabebe",GOVT,Province,DOMINGO B. FLORES DISTRICT HOSPITAL,25,Dr. Rachelle Gutierrez,General,Level 1,9165300251,bethlili.hernandez@gmail.com,NaN,NaN,NaN,DOMINGO B. FLORES DISTRICT HOSPITAL,"DOMINGO B. FLORES DISTRICT HOSPITAL, CENTRAL LUZON, PAMPANGA",15.079409,120.6199895
CENTRAL LUZON,PAMPANGA,,"San Pablo,Magalang",GOVT,Province,DR. ANDRES LUCIANO JR. MEMORIAL HOSPITAL,25,Dr. Mrirriam Sun- Arenas,General,Level 1,"(045) 866-
0400/(045) 866-
2886",balitucandistrict@yahoo.com,"(045) 866-
0400",NaN,NaN,DR. ANDRES LUCIANO JR. MEMORIAL HOSPITAL,"DR. ANDRES LUCIANO JR. MEMORIAL HOSPITAL, CENTRAL LUZON, PAMPANGA",15.213423,120.658917
CENTRAL LUZON,PAMPANGA,,"San Agustin Norte, Arayat",GOVT,Province,DR. EMIGDIO C. CRUZ SR. MEMORIAL HOSPITAL,25,Dr. Alice T. Buan,General,Level 1,(045) 885-0737,eccsmh@gmail.com,NaN,NaN,NaN,DR. EMIGDIO C. CRUZ SR. MEMORIAL HOSPITAL,"DR. EMIGDIO C. CRUZ SR. MEMORIAL HOSPITAL, CENTRAL LUZON, PAMPANGA",15.1641247,120.7779365
CENTRAL LUZON,PAMPANGA,,"Plaza, San Nicolas 1st,Poblacion, Lubao",GOVT,Province,ESCOLASTICA ROMERO DISTRICT HOSPITAL,50,Dr. Zenon V. Ponce,General,Level 1,"(045) 971-6329/
971-6395",escolasticaromero_hospital@yahoo.com,NaN,NaN,NaN,ESCOLASTICA ROMERO DISTRICT HOSPITAL,"ESCOLASTICA ROMERO DISTRICT HOSPITAL, CENTRAL LUZON, PAMPANGA",14.9382594,120.598674
CENTRAL LUZON,PAMPANGA,,"Babo Sacan, Porac",GOVT,Province,JOSE SONGCO LAPID DISTRICT HOSPITAL,48,Dr. Larry M. Fernado,General,Level 1,(045) 436- 0832/329-2929,pdhphic@yahoo.com,NaN,NaN,NaN,JOSE SONGCO LAPID DISTRICT HOSPITAL,"JOSE SONGCO LAPID DISTRICT HOSPITAL, CENTRAL LUZON, PAMPANGA",15.0643034,120.5486005
CENTRAL LUZON,PAMPANGA,,"Dau, Mabalacat",GOVT,Province,MABALACAT DISTRICT HOSPITAL,25,Dr. Danilo Naguit,General,Level 1,(045) 331-2801,mdh_mabalacat@yahoo.com.ph,NaN,NaN,NaN,MABALACAT DISTRICT HOSPITAL,"MABALACAT DISTRICT HOSPITAL, CENTRAL LUZON, PAMPANGA",15.1925409,120.5802278
CENTRAL LUZON,PAMPANGA,,"Mexico-Magalang Rd, San Carlos, Mexico",GOVT,Municipal,MEXICO COMMUNITY HOSPITAL,50,Dr. Hilario James M. Cunanan,General,Level 1,"(045) 966- 3689/0749/3719/8
75-0020",hilariojamesjrc@yahoo.com,NaN,NaN,NaN,MEXICO COMMUNITY HOSPITAL,"MEXICO COMMUNITY HOSPITAL, CENTRAL LUZON, PAMPANGA",15.0735575,120.7193676
CENTRAL LUZON,PAMPANGA,,"San Jose, Floridablanca",GOVT,Province,ROMANA PANGAN DISTRICT HOSPITAL,50,Dr. Merlyn Bacquiran,General,Level 1,(045) 970-0488/,romanapangan_district@yahoo.com,NaN,09088668212-AO,NaN,ROMANA PANGAN DISTRICT HOSPITAL,"ROMANA PANGAN DISTRICT HOSPITAL, CENTRAL LUZON, PAMPANGA",14.9901133,120.5115368
CENTRAL LUZON,PAMPANGA,,Bulaon Resettlement CSFP,GOVT,Province,R.P. RODRIGUEZ MEMORIAL HOSPITAL,25,Dr. Antonio B. Ong,General,Level 1,(045) 861-2336,ricardo_p_rodriguez_mem_hosp43@yahoo.com,"(045) 435-
1882",NaN,NaN,R.P. RODRIGUEZ MEMORIAL HOSPITAL,"R.P. RODRIGUEZ MEMORIAL HOSPITAL, CENTRAL LUZON, PAMPANGA",15.079409,120.6199895
CENTRAL LUZON,PAMPANGA,,"Cabambangan, Bacolor, Pampanga",GOVT,Province,R.P. RODRIGUEZ MEM. HOSPITAL (ANNEX SPECIALTY HOSPITAL),25,Dr. Jingle M. Maray,General,Level 1,NaN,rprmh.annex@yahoo.com,NaN,"09752068893
AO/09095734319 COH",NaN,R.P. RODRIGUEZ MEM. HOSPITAL (ANNEX SPECIALTY HOSPITAL),"R.P. RODRIGUEZ MEM. HOSPITAL (ANNEX SPECIALTY HOSPITAL), CENTRAL LUZON, PAMPANGA",15.079409,120.6199895
CENTRAL LUZON,PAMPANGA,,"Sta. Lucia,San Luis",GOVT,Province,SAN LUIS DISTRICT HOSPITAL,25,Dr. Rommel Tolentino,General,Level 1,9195101444,sldhosp@yahoo.com,NaN,NaN,NaN,SAN LUIS DISTRICT HOSPITAL,"SAN LUIS DISTRICT HOSPITAL, CENTRAL LUZON, PAMPANGA",15.0526204,120.7808107
CENTRAL LUZON,PAMPANGA,Angeles City,"Villa Rosario, Pampang,Angeles City, Pampanga",GOVT,City,RAFAEL LAZATIN MEMORIAL MEDICAL CENTER,120,Dr. Froilan Canlas,General,Level 1,(045) 322- 4495/322-1222,ona_rlmmc@yahoo.com,NaN,NaN,NaN,RAFAEL LAZATIN MEMORIAL MEDICAL CENTER,"RAFAEL LAZATIN MEMORIAL MEDICAL CENTER, CENTRAL LUZON, PAMPANGA, Angeles City",15.1460099,120.5806849
CENTRAL LUZON,PAMPANGA,"San Fernando City, Pampanga","Dolores, City of San Fernando, Pampanga",GOVT,DOH Ret.,JOSE B. LINGAD MEMORIAL GENERAL HOSPITAL,250,Dr. Monserrat S. Chichioco,General,Level 3,"045-
9613544/9613437",jblmgh_2012@yahoo.com.ph,NaN,NaN,NaN,JOSE B. LINGAD MEMORIAL GENERAL HOSPITAL,"JOSE B. LINGAD MEMORIAL GENERAL HOSPITAL, CENTRAL LUZON, PAMPANGA, San Fernando City, Pampanga",15.0389739,120.6808826
CENTRAL LUZON,TARLAC,,"Camp Gen. S. Aquino San Miguel, Tarlac",GOVT,AFP,CAMP AQUINO STATION HOSPITAL,29,LTC Manuel Fidel M Magtira,General,Level 1,"(045) 985-
0028/loc.3105",cashnolcom@yahoo.com,NaN,NaN,NaN,CAMP AQUINO STATION HOSPITAL,"CAMP AQUINO STATION HOSPITAL, CENTRAL LUZON, TARLAC",15.4342489,120.5987704
CENTRAL LUZON,TARLAC,,"St. Jude Village, Brgy. Alfonso,Concepcion",GOVT,Province,CONCEPCION DISTRICT HOSPITAL,50,Dr. Theresa M. Sablan,General,Level 1,(045) 923- 0852/923-0642,CDHtarlac.city@gmail.com,NaN,NaN,NaN,CONCEPCION DISTRICT HOSPITAL,"CONCEPCION DISTRICT HOSPITAL, CENTRAL LUZON, TARLAC",15.329836,120.646791
CENTRAL LUZON,TARLAC,,"Brgy. Malacampa,Camiling",GOVT,Province,GILBERTO O. TEODORO MEMORIAL HOSPITAL,25,Dr. Edgardo G. Lopez,General,Level 1,(045) 934- 0310/934-0330,teodoro.gilberto@yahoo.com,NaN,NaN,NaN,GILBERTO O. TEODORO MEMORIAL HOSPITAL,"GILBERTO O. TEODORO MEMORIAL HOSPITAL, CENTRAL LUZON, TARLAC",15.6457103,120.4124101
CENTRAL LUZON,TARLAC,,"Catalan St. San Roque, La Paz",GOVT,Province,LA PAZ MEDICARE  AND COMMUNITY HOSPITAL,17,Dr. Alvin S. Villanueva,General,Level 1,045-611-0679,lpmch73@yahoo.com,NaN,NaN,Infirmary to Level 1,LA PAZ MEDICARE  AND COMMUNITY HOSPITAL,"LA PAZ MEDICARE  AND COMMUNITY HOSPITAL, CENTRAL LUZON, TARLAC",15.4754786,120.5963492
CENTRAL LUZON,TARLAC,,"Brgy. Samput, Paniqui, Tarlac",GOVT,Municipal,PANIQUI GENERAL HOSPITAL,24,"Edgardo C. De Villa, MD",General,Level 1,045-931-6088,ltmgeneralhospital@gmail.com,NaN,NaN,NaN,PANIQUI GENERAL HOSPITAL,"PANIQUI GENERAL HOSPITAL, CENTRAL LUZON, TARLAC",15.653536,120.5856478
CENTRAL LUZON,TARLAC,,"Municipal Comp., Sto. Domingo 2nd,Capas",GOVT,Province,OSPITAL NING CAPAS,50,"Franchette L. Reyes, MD, MHA",General,Level 1,"(045) 925- 0154/925-
0408/491-1361",flr.md_021982@yahoo.com.ph,NaN,NaN,inc. 16-50,OSPITAL NING CAPAS,"OSPITAL NING CAPAS, CENTRAL LUZON, TARLAC",15.3457485,120.5923067
CENTRAL LUZON,TARLAC,Tarlac City,"Hospital Drive, San Vicente, Tarlac City",GOVT,Province,TARLAC PROVINCIAL HOSPITAL,408,Dr. Gary E. Role,General,Level 3,045-9821306,"tarlacprovincialhospital@yahoo.com/TARLACPROVINCIALHOSPITAL
@yahoo.com",NaN,NaN,NaN,TARLAC PROVINCIAL HOSPITAL,"TARLAC PROVINCIAL HOSPITAL, CENTRAL LUZON, TARLAC, Tarlac City",15.4750177,120.5865725
CENTRAL LUZON,ZAMBALES,,"Yamat,Candelaria",GOVT,Province,CANDELARIA DISTRICT HOSPITAL,50,Dr. Eduardo D. Passi,General,Level 1,9473045204,cdhcandezambs@yahoo.com,NaN,NaN,NaN,CANDELARIA DISTRICT HOSPITAL,"CANDELARIA DISTRICT HOSPITAL, CENTRAL LUZON, ZAMBALES",15.6062021,119.9391801
CENTRAL LUZON,ZAMBALES,,"Palanginan, Iba, Zambales",GOVT,Province,PRESIDENT RAMON MAGSAYSAY MEMORIAL HOSPITAL,150,"Dr. Noel C. Bueno, Provincial Health Officer II",General,Level 2,NaN,pho.zambalaes@yahoo.com,NaN,NaN,NaN,PRESIDENT RAMON MAGSAYSAY MEMORIAL HOSPITAL,"PRESIDENT RAMON MAGSAYSAY MEMORIAL HOSPITAL, CENTRAL LUZON, ZAMBALES",15.3163109,119.9914108
CENTRAL LUZON,ZAMBALES,Olongapo City,"Sto. Domingo,San Marcelino,Olongapo City",GOVT,Province,SAN MARCELINO DISTRICT HOSPITAL,89,Dr. Dante Jose D. Mercado,General,Level 1,(047) 602-2301,smdh_smz@yahoo.com,"(047) 602-
2301",NaN,NaN,SAN MARCELINO DISTRICT HOSPITAL,"SAN MARCELINO DISTRICT HOSPITAL, CENTRAL LUZON, ZAMBALES, Olongapo City",14.9596538,120.1682216
CENTRAL LUZON,ZAMBALES,Olongapo City,"No. 1 Perimeter Road, New Asinan, Olongapo City, Zambales",GOVT,City,JAMES L. GORDON MEMORIAL HOSPITAL,270,Dr. Jesse Jewel E. Manuel,General,Level 3,"047-6021228 to
1230/0915499636
9/09090570395",jlgordonmemorialhospital@gmail.com,NaN,NaN,NaN,JAMES L. GORDON MEMORIAL HOSPITAL,"JAMES L. GORDON MEMORIAL HOSPITAL, CENTRAL LUZON, ZAMBALES, Olongapo City",14.8267698,120.280075
CALABARZON,CAVITE,,"Reyville Subdivision, Brgy. Habay II, Bacoor, Cavite",GOVT,DOH retained,SOUTHERN TAGALOG REGIONAL HOSPITAL,10,Dr. Ruby Ephraim M. Rubiano,General,Level 1,(046) 431-0469,bdh_62@yahoo.com,NaN,"from city owned to DOH retained 2020/changed name  from Bacoor
Dist Hosp. 2020",NaN,SOUTHERN TAGALOG REGIONAL HOSPITAL,"SOUTHERN TAGALOG REGIONAL HOSPITAL, CALABARZON, CAVITE",14.4414108,120.9472827
CALABARZON,CAVITE,,"San Sebastian, Kawit, Cavite",GOVT,LGU,KAWIT KALAYAAN HOSPITAL,25,Dr. Lamberto J. Caingan,General,Level 1,(046) 686-0124,kawitkalayaan@yahoo.com,NaN,NaN,NaN,KAWIT KALAYAAN HOSPITAL,"KAWIT KALAYAAN HOSPITAL, CALABARZON, CAVITE",14.4168383,120.8986264
CALABARZON,CAVITE,Cavite City,"Naval Pascual Ledesma, Fort San Felipe, Cavite City, Cavite",GOVT,AFP (Navy),CAVITE NAVAL HOSPITAL,100,Ltcol. Ma. Jessica M. Vallaca,General,Level 1,(046) 431-0469,cavitenavalhospital@yahoo.com,NaN,NaN,NaN,CAVITE NAVAL HOSPITAL,"CAVITE NAVAL HOSPITAL, CALABARZON, CAVITE, Cavite City",14.4830296,120.9144959
CALABARZON,CAVITE,Dasmariñas City,"Brgy. Burol II, City of Dasmariñas City",GOVT,City,PAGAMUTAN NG DASMARIÑAS,119,Dr. Ma. Luisa Campos- Cagingin,General,Level 2,4814400 loc. 703,pagamutanngdasma@gmail.com,NaN,NaN,NaN,PAGAMUTAN NG DASMARIÑAS,"PAGAMUTAN NG DASMARIÑAS, CALABARZON, CAVITE, Dasmariñas City",14.3230026,120.961666
CALABARZON,CAVITE,Imus City,"Brgy. Malagasang I-G, Imus City, Cavite",GOVT,City,OSPITAL NG IMUS,50,Dr. Edgardo R. Figueroa,General,Level 1,046-4198300,oni_cavite.ph@gmail.com,NaN,NaN,NaN,OSPITAL NG IMUS,"OSPITAL NG IMUS, CALABARZON, CAVITE, Imus City",14.3934029,120.9197512
CALABARZON,CAVITE,Trece Martires City,"Luciano, Trece martires City, Cavite",GOVT,LGU,GENERAL EMILIO AGUINALDO MEMORIAL HOSPITAL,284,"Dr, Romulo U. Sua",General,Level 3,"046-
4190063/4191465","pho1_geamh@yahoo.com/kpfh_2002@yahoo
.com",NaN,NaN,NaN,GENERAL EMILIO AGUINALDO MEMORIAL HOSPITAL,"GENERAL EMILIO AGUINALDO MEMORIAL HOSPITAL, CALABARZON, CAVITE, Trece Martires City",14.2759968,120.8697399
CALABARZON,LAGUNA,,"Tavera St., Pakil, Laguna",GOVT,District,LAGUNA PROVINCIAL HOSPITAL- GENERAL CAILLES MEMORIAL DISTRICT HOSPITAL,50,Dr. Rudolfo C. Villarin,General,Level 1,"(049) 557-0213 to
15",caillesjuan@yahoo.com.ph,NaN,NaN,NaN,LAGUNA PROVINCIAL HOSPITAL- GENERAL CAILLES MEMORIAL DISTRICT HOSPITAL,"LAGUNA PROVINCIAL HOSPITAL- GENERAL CAILLES MEMORIAL DISTRICT HOSPITAL, CALABARZON, LAGUNA",14.3854371,121.4781991
CALABARZON,LAGUNA,,"Fabricante St., Luisiana, Laguna",GOVT,District,LAGUNA PROVINCIAL HOSPITAL - LUISIANA DISTRICT HOSPITAL,50,Dr. Ignacia M. Flores,General,Level 1,(049) 503-6250,ldhlaguna@ymail.com,NaN,NaN,NaN,LAGUNA PROVINCIAL HOSPITAL - LUISIANA DISTRICT HOSPITAL,"LAGUNA PROVINCIAL HOSPITAL - LUISIANA DISTRICT HOSPITAL, CALABARZON, LAGUNA",14.1853076,121.5091109
CALABARZON,LAGUNA,,"Talortor, Majayjay, Laguna",GOVT,District,LAGUNA PROVINCIAL HOSPITAL MAJAYJAY MEDICARE HOSPITAL,15,Dr. Ma. Theresa V. Lapitan,General,Level 1,(049) 539-2991,majayjaydistricthospital@gmail.com,NaN,NaN,NaN,LAGUNA PROVINCIAL HOSPITAL MAJAYJAY MEDICARE HOSPITAL,"LAGUNA PROVINCIAL HOSPITAL MAJAYJAY MEDICARE HOSPITAL, CALABARZON, LAGUNA",14.1462998,121.4708638
CALABARZON,LAGUNA,,"Baltazar, Nagcarlan, Laguna",GOVT,District,LAGUNA PROVINCIAL  HOSPITAL- NAGCARLAN DISTRICT HOSPITAL,25,Dr. Mona Lisa F. Cosme,General,Level 1,(049) 563-1014,None,NaN,NaN,NaN,LAGUNA PROVINCIAL  HOSPITAL- NAGCARLAN DISTRICT HOSPITAL,"LAGUNA PROVINCIAL  HOSPITAL- NAGCARLAN DISTRICT HOSPITAL, CALABARZON, LAGUNA",14.1339808,121.4163166
