,REGION,PROVINCE,CITY,LOCATION,OWNERSHIP CLASS.,,NAME OF HOSPITAL,ABC,MEDICAL DIRECTOR/ CHIEF OF HOSPITAL,CLASS,SERVCE CAPABILI TY,CONTACT NOS.,E-MAIL ADDRESS,FAX NO.,MOBILE NO.,REMARKS,Actual Hospital Name
85,CENTRAL LUZON,NUEVA ECIJA,San Jose City,"A.O Pascual St., San Jose City,San Mariano,San antonio",GOVT,City,OSPITAL NG LUNGSOD NG SAN JOSE,23,Dr. Imelda T. Cornel,General,Level 1,044-4566671,olsj3121@gmail.c om,,,,OSPITAL NG LUNGSOD NG SAN JOSE
86,CENTRAL LUZON,PAMPANGA,,"Ninoy Aquino Ave.Clark Airbase, Clark",GOVT,AFP,AIRFORCE CITY HOSPITAL,25,LTC Teresita B. Nabua,General,Level 1,"(045) 599-2014/
499-2225",AFCH2013@yaho o.com,,,,AIRFORCE CITY HOSPITAL
87,CENTRAL LUZON,PAMPANGA,,"Basa Airbase, Floridablanca",GOVT,AFP,BASA AIRBASE HOSPITAL,17,LTC Alan E Romero,General,Level 1,045 9700 299,babhadwpaf@yah oo.com,,,,BASA AIRBASE HOSPITAL
88,CENTRAL LUZON,PAMPANGA,,"Sta. Rita,Guagua",GOVT,Province,DIOSDADO P. MACAPAGAL MEMORIAL HOSPITAL,75,Dr. Fleur-De-Lis M. Zapata,General,Level 1,(045) 900-2112,dpmmhguagua@g mail.com,,,,DIOSDADO P. MACAPAGAL MEMORIAL HOSPITAL
89,CENTRAL LUZON,PAMPANGA,,"Batasan, Macabebe",GOVT,Province,DOMINGO B. FLORES DISTRICT HOSPITAL,25,Dr. Rachelle Gutierrez,General,Level 1,9165300251,bethlili.hernandez @gmail.com,,,,DOMINGO B. FLORES DISTRICT HOSPITAL
90,CENTRAL LUZON,PAMPANGA,,"San Pablo,Magalang",GOVT,Province,DR. ANDRES LUCIANO JR. MEMORIAL HOSPITAL,25,Dr. Mrirriam Sun- Arenas,General,Level 1,"(045) 866-
0400/(045) 866-
2886",balitucandistrict@ yahoo.com,"(045) 866-
0400",,,DR. ANDRES LUCIANO JR. MEMORIAL HOSPITAL
91,CENTRAL LUZON,PAMPANGA,,"San Agustin Norte, Arayat",GOVT,Province,DR. EMIGDIO C. CRUZ SR. MEMORIAL HOSPITAL,25,Dr. Alice T. Buan,General,Level 1,(045) 885-0737,eccsmh@gmail.co m,,,,DR. EMIGDIO C. CRUZ SR. MEMORIAL HOSPITAL
92,CENTRAL LUZON,PAMPANGA,,"Plaza, San Nicolas 1st,Poblacion, Lubao",GOVT,Province,ESCOLASTICA ROMERO DISTRICT HOSPITAL,50,Dr. Zenon V. Ponce,General,Level 1,"(045) 971-6329/
971-6395",escolasticaromer o_hospital@yaho o.com,,,,ESCOLASTICA ROMERO DISTRICT HOSPITAL
93,CENTRAL LUZON,PAMPANGA,,"Babo Sacan, Porac",GOVT,Province,JOSE SONGCO LAPID DISTRICT HOSPITAL,48,Dr. Larry M. Fernado,General,Level 1,(045) 436- 0832/329-2929,pdhphic@yahoo.c om,,,,JOSE SONGCO LAPID DISTRICT HOSPITAL
94,CENTRAL LUZON,PAMPANGA,,"Dau, Mabalacat",GOVT,Province,MABALACAT DISTRICT HOSPITAL,25,Dr. Danilo Naguit,General,Level 1,(045) 331-2801,mdh_mabalacat@ yahoo.com.ph,,,,MABALACAT DISTRICT HOSPITAL
95,CENTRAL LUZON,PAMPANGA,,"Mexico-Magalang Rd, San Carlos, Mexico",GOVT,Municipal,MEXICO COMMUNITY HOSPITAL,50,Dr. Hilario James M. Cunanan,General,Level 1,"(045) 966- 3689/0749/3719/8
75-0020",hilariojamesjrc@y ahoo.com,,,,MEXICO COMMUNITY HOSPITAL
96,CENTRAL LUZON,PAMPANGA,,"San Jose, Floridablanca",GOVT,Province,ROMANA PANGAN DISTRICT HOSPITAL,50,Dr. Merlyn Bacquiran,General,Level 1,(045) 970-0488/,romanapangan_di strict@yahoo.com,,09088668212-AO,,ROMANA PANGAN DISTRICT HOSPITAL
97,CENTRAL LUZON,PAMPANGA,,Bulaon Resettlement CSFP,GOVT,Province,R.P. RODRIGUEZ MEMORIAL HOSPITAL,25,Dr. Antonio B. Ong,General,Level 1,(045) 861-2336,ricardo_p_rodrigu ez_mem_hosp43 @yahoo.com,"(045) 435-
1882",,,R.P. RODRIGUEZ MEMORIAL HOSPITAL
98,CENTRAL LUZON,PAMPANGA,,"Cabambangan, Bacolor, Pampanga",GOVT,Province,R.P. RODRIGUEZ MEM. HOSPITAL (ANNEX SPECIALTY HOSPITAL),25,Dr. Jingle M. Maray,General,Level 1,,rprmh.annex@yah oo.com,,"09752068893
AO/09095734319 COH",,R.P. RODRIGUEZ MEM. HOSPITAL (ANNEX SPECIALTY HOSPITAL)
99,CENTRAL LUZON,PAMPANGA,,"Sta. Lucia,San Luis",GOVT,Province,SAN LUIS DISTRICT HOSPITAL,25,Dr. Rommel Tolentino,General,Level 1,9195101444,sldhosp@yahoo.c om,,,,SAN LUIS DISTRICT HOSPITAL
100,CENTRAL LUZON,PAMPANGA,Angeles City,"Villa Rosario, Pampang,Angeles City, Pampanga",GOVT,City,RAFAEL LAZATIN MEMORIAL MEDICAL CENTER,120,Dr. Froilan Canlas,General,Level 1,(045) 322- 4495/322-1222,ona_rlmmc@yaho o.com,,,,RAFAEL LAZATIN MEMORIAL MEDICAL CENTER
101,CENTRAL LUZON,PAMPANGA,"San Fernando City, Pampanga","Dolores, City of San Fernando, Pampanga",GOVT,DOH Ret.,JOSE B. LINGAD MEMORIAL GENERAL HOSPITAL,250,Dr. Monserrat S. Chichioco,General,Level 3,"045-
9613544/9613437",jblmgh_2012@yah oo.com.ph,,,,JOSE B. LINGAD MEMORIAL GENERAL HOSPITAL
102,CENTRAL LUZON,TARLAC,,"Camp Gen. S. Aquino San Miguel, Tarlac",GOVT,AFP,CAMP AQUINO STATION HOSPITAL,29,LTC Manuel Fidel M Magtira,General,Level 1,"(045) 985-
0028/loc.3105",cashnolcom@yah oo.com,,,,CAMP AQUINO STATION HOSPITAL
103,CENTRAL LUZON,TARLAC,,"St. Jude Village, Brgy. Alfonso,Concepcion",GOVT,Province,CONCEPCION DISTRICT HOSPITAL,50,Dr. Theresa M. Sablan,General,Level 1,(045) 923- 0852/923-0642,CDHtarlac.city@g mail.com,,,,CONCEPCION DISTRICT HOSPITAL
104,CENTRAL LUZON,TARLAC,,"Brgy. Malacampa,Camiling",GOVT,Province,GILBERTO O. TEODORO MEMORIAL HOSPITAL,25,Dr. Edgardo G. Lopez,General,Level 1,(045) 934- 0310/934-0330,teodoro.gilberto@ yahoo.com,,,,GILBERTO O. TEODORO MEMORIAL HOSPITAL
105,CENTRAL LUZON,TARLAC,,"Catalan St. San Roque, La Paz",GOVT,Province,LA PAZ MEDICARE  AND COMMUNITY HOSPITAL,17,Dr. Alvin S. Villanueva,General,Level 1,045-611-0679,lpmch73@yahoo. com,,,Infirmary to Level 1,LA PAZ MEDICARE  AND COMMUNITY HOSPITAL
106,CENTRAL LUZON,TARLAC,,"Brgy. Samput, Paniqui, Tarlac",GOVT,Municipal,PANIQUI GENERAL HOSPITAL,24,"Edgardo C. De Villa, MD",General,Level 1,045-931-6088,ltmgeneralhospita l@gmail.com,,,,PANIQUI GENERAL HOSPITAL
107,CENTRAL LUZON,TARLAC,,"Municipal Comp., Sto. Domingo 2nd,Capas",GOVT,Province,OSPITAL NING CAPAS,50,"Franchette L. Reyes, MD, MHA",General,Level 1,"(045) 925- 0154/925-
0408/491-1361",flr.md_021982@ya hoo.com.ph,,,inc. 16-50,OSPITAL NING CAPAS
108,CENTRAL LUZON,TARLAC,Tarlac City,"Hospital Drive, San Vicente, Tarlac City",GOVT,Province,TARLAC PROVINCIAL HOSPITAL,408,Dr. Gary E. Role,General,Level 3,045-9821306,"tarlacprovincialho spital@yahoo.co m/TARLACPROVI NCIALHOSPITAL
@yahoo.com",,,,TARLAC PROVINCIAL HOSPITAL
109,CENTRAL LUZON,ZAMBALES,,"Yamat,Candelaria",GOVT,Province,CANDELARIA DISTRICT HOSPITAL,50,Dr. Eduardo D. Passi,General,Level 1,9473045204,cdhcandezambs@ yahoo.com,,,,CANDELARIA DISTRICT HOSPITAL
110,CENTRAL LUZON,ZAMBALES,,"Palanginan, Iba, Zambales",GOVT,Province,PRESIDENT RAMON MAGSAYSAY MEMORIAL HOSPITAL,150,"Dr. Noel C. Bueno, Provincial Health Officer II",General,Level 2,,pho.zambalaes@y ahoo.com,,,,PRESIDENT RAMON MAGSAYSAY MEMORIAL HOSPITAL
111,CENTRAL LUZON,ZAMBALES,Olongapo City,"Sto. Domingo,San Marcelino,Olongapo City",GOVT,Province,SAN MARCELINO DISTRICT HOSPITAL,89,Dr. Dante Jose D. Mercado,General,Level 1,(047) 602-2301,smdh_smz@yaho o.com,"(047) 602-
2301",,,SAN MARCELINO DISTRICT HOSPITAL
112,CENTRAL LUZON,ZAMBALES,Olongapo City,"No. 1 Perimeter Road, New Asinan, Olongapo City, Zambales",GOVT,City,JAMES L. GORDON MEMORIAL HOSPITAL,270,Dr. Jesse Jewel E. Manuel,General,Level 3,"047-6021228 to
1230/0915499636
9/09090570395",jlgordonmemorial hospital@gmail.c om,,,,JAMES L. GORDON MEMORIAL HOSPITAL
113,CALABARZON,CAVITE,,"Reyville Subdivision, Brgy. Habay II, Bacoor, Cavite",GOVT,DOH retained,SOUTHERN TAGALOG REGIONAL HOSPITAL,10,Dr. Ruby Ephraim M. Rubiano,General,Level 1,(046) 431-0469,bdh_62@yahoo.c om,,"from city owned to DOH retained 2020/changed name  from Bacoor
Dist Hosp. 2020",,SOUTHERN TAGALOG REGIONAL HOSPITAL
114,CALABARZON,CAVITE,,"San Sebastian, Kawit, Cavite",GOVT,LGU,KAWIT KALAYAAN HOSPITAL,25,Dr. Lamberto J. Caingan,General,Level 1,(046) 686-0124,kawitkalayaan@ya hoo.com,,,,KAWIT KALAYAAN HOSPITAL
115,CALABARZON,CAVITE,Cavite City,"Naval Pascual Ledesma, Fort San Felipe, Cavite City, Cavite",GOVT,AFP (Navy),CAVITE NAVAL HOSPITAL,100,Ltcol. Ma. Jessica M. Vallaca,General,Level 1,(046) 431-0469,cavitenavalhospit al@yahoo.com,,,,CAVITE NAVAL HOSPITAL
116,CALABARZON,CAVITE,Dasmariñas City,"Brgy. Burol II, City of Dasmariñas City",GOVT,City,PAGAMUTAN NG DASMARIÑAS,119,Dr. Ma. Luisa Campos- Cagingin,General,Level 2,4814400 loc. 703,pagamutanngdas ma@gmail.com,,,,PAGAMUTAN NG DASMARIÑAS
117,CALABARZON,CAVITE,Imus City,"Brgy. Malagasang I-G, Imus City, Cavite",GOVT,City,OSPITAL NG IMUS,50,Dr. Edgardo R. Figueroa,General,Level 1,046-4198300,oni_cavite.ph@g mail.com,,,,OSPITAL NG IMUS
118,CALABARZON,CAVITE,Trece Martires City,"Luciano, Trece martires City, Cavite",GOVT,LGU,GENERAL EMILIO AGUINALDO MEMORIAL HOSPITAL,284,"Dr, Romulo U. Sua",General,Level 3,"046-
4190063/4191465","pho1_geamh@ya hoo.com/ kpfh_2002@yahoo
.com",,,,GENERAL EMILIO AGUINALDO MEMORIAL HOSPITAL
119,CALABARZON,LAGUNA,,"Tavera St., Pakil, Laguna",GOVT,District,LAGUNA PROVINCIAL HOSPITAL- GENERAL CAILLES MEMORIAL DISTRICT HOSPITAL,50,Dr. Rudolfo C. Villarin,General,Level 1,"(049) 557-0213 to
15",caillesjuan@yaho o.com.ph,,,,LAGUNA PROVINCIAL HOSPITAL- GENERAL CAILLES MEMORIAL DISTRICT HOSPITAL
120,CALABARZON,LAGUNA,,"Fabricante St., Luisiana, Laguna",GOVT,District,LAGUNA PROVINCIAL HOSPITAL - LUISIANA DISTRICT HOSPITAL,50,Dr. Ignacia M. Flores,General,Level 1,(049) 503-6250,ldhlaguna@ymail. com,,,,LAGUNA PROVINCIAL HOSPITAL - LUISIANA DISTRICT HOSPITAL
121,CALABARZON,LAGUNA,,"Talortor, Majayjay, Laguna",GOVT,District,LAGUNA PROVINCIAL HOSPITAL MAJAYJAY MEDICARE HOSPITAL,15,Dr. Ma. Theresa V. Lapitan,General,Level 1,(049) 539-2991,majayjaydistrictho spital@gmail.com,,,,LAGUNA PROVINCIAL HOSPITAL MAJAYJAY MEDICARE HOSPITAL
122,CALABARZON,LAGUNA,,"Baltazar, Nagcarlan, Laguna",GOVT,District,LAGUNA PROVINCIAL  HOSPITAL- NAGCARLAN DISTRICT HOSPITAL,25,Dr. Mona Lisa F. Cosme,General,Level 1,(049) 563-1014,None,,,,LAGUNA PROVINCIAL  HOSPITAL- NAGCARLAN DISTRICT HOSPITAL
123,CALABARZON,LAGUNA,,"Canlalay, Biñan, Laguna",GOVT,City,OSPITAL NG BIÑAN,50,Dr. Melbril A. Alonte,General,Level 1,(049) 511-4622,ospitalngbinan31 5@yahoo.com.ph,,,,OSPITAL NG BIÑAN
124,CALABARZON,LAGUNA,,"Brgy. Maitim, Bay, Laguna",GOVT,District,LAGUNA PROVINCIAL HOSPITAL - BAY DISTRICT HOSPITAL,25,Dr. Ferdinand Galvez,General,Level 1,(049) 536-8357,pplbay@yahoo.,,,,LAGUNA PROVINCIAL HOSPITAL - BAY DISTRICT HOSPITAL
125,CALABARZON,LAGUNA,,"J. de leon St., Sta. Cruz, Laguna",GOVT,Province,LAGUNA MEDICAL CENTER,150,Dr. Judy Rondilla,General,Level 2,"049-5433333 loc.
308",laguna.provincial. hospital@gmail.c om,,,,LAGUNA MEDICAL CENTER
126,CALABARZON,LAGUNA,,"#7 Sto Niño St. Sto Niño, San Pedro, Laguna",GOVT,Municipal,SAN PEDRO JOSE L. AMANTE EMERGENCY HOSPITAL,35,Dr. Robert Olivarez,General,Level 1,(02) 478-5209,jlaeb2001@gmail. com,,,inc. 12-35,SAN PEDRO JOSE L. AMANTE EMERGENCY HOSPITAL
127,CALABARZON,LAGUNA,,"Narra Rod, Forestry Campus, U.P. Los Banos, Laguna",GOVT,University,UNIVERSITY HEALTH SERVICE,30,Dr. Imelda F. Walde,General,Level 1,"(049) 536-2470
local 102",mpreano_21@yah oo.com,,,,UNIVERSITY HEALTH SERVICE
128,CALABARZON,LAGUNA,Calamba City,"Bucal, Calamba City, Laguna",GOVT,District,DR. JOSE P. RIZAL MEMORIAL DISTRICT HOSPITAL,100,Dr. Ma. Eloisa D. Inano,General,Level 1,"502-1755/ 545-
0082","drjprizaag@yahoo
.com",,,,DR. JOSE P. RIZAL MEMORIAL DISTRICT HOSPITAL
129,CALABARZON,LAGUNA,City of Cabuyao,"City of Cabuyao, Laguna",GOVT,City,OSPITAL NG CABUYAO,40,Dr.Gregorio Fabros,General,Level 1,(049) 531-1193,ospitalngcabuyao onc@yahoo.com. ph,,,,OSPITAL NG CABUYAO
130,CALABARZON,LAGUNA,City of Cabuyao,"Brgy. Banaybanay, Cabuyao City, Laguna",GOVT,City,CABUYAO CITY HOSPITAL   (NEW),18,Dr. Gregorio Fabros,General,Level 1,,cabuyaocityhospit al@yahoo.com,,,new,CABUYAO CITY HOSPITAL   (NEW)
131,CALABARZON,LAGUNA,Sta Rosa City,"Cattleya St. LM Subd. Brgy. Market Area, Sta Rosa City, Laguna",GOVT,City,SANTA ROSA COMMUNITY HOSPITAL,83,Dr. Parnel C. Pataksil,General,Level 1,(049) 534-1801,srch1995@yahoo. com,,,,SANTA ROSA COMMUNITY HOSPITAL
132,CALABARZON,LAGUNA,San Pablo City,"Banagale Subdivision, san Jose, San Pablo City, Laguna",GOVT,City,SAN PABLO CITY GENERAL HOSPITAL,32,Dr. James T. Lee Ho,General,Level 1,(049) 503-1351,spch2000@gmail. com,,,,SAN PABLO CITY GENERAL HOSPITAL
133,CALABARZON,LAGUNA,San Pablo City,"Gen. Luna St., Brgy. 4A, San Pablo City, Laguna",GOVT,Province,LAGUNA PROVINCIAL HOSPITAL- SAN PABLO CITY DISTRICT HOSPITAL,100,Dr. Edgar M. Palacol,General,Level 2,049-5211677,pplspc@yahoo.co m,,,,LAGUNA PROVINCIAL HOSPITAL- SAN PABLO CITY DISTRICT HOSPITAL
134,CALABARZON,RIZAL,,"Municipal Compound, Brgy. Sto Domingo, Cainta, Rizal",GOVT,Municipal,BAGONG CAINTA MUNICIPAL HOSPITAL,42,Dr. Antonio Jayson L. Sierra,General,Level 1,477-5464,joy- sierra2001@yaho o.com,,,,BAGONG CAINTA MUNICIPAL HOSPITAL
135,CALABARZON,RIZAL,,"Burgos, Montalban, Rizal",GOVT,Province,CASIMIRO A. YNARES SR. MEMORIAL HOSPITAL,56,Dr. Ronnie N. Noo,General,Level 1,570-8360,rphscaysmh2013 @gmail.com,,,,CASIMIRO A. YNARES SR. MEMORIAL HOSPITAL
136,CALABARZON,RIZAL,,"Ibanez St, San Isidro, Angono, Rizal",GOVT,Province,RIZAL PROV'L HOSP.SYSTEM- ANGONO ANNEX,75,Dr. Mylanie C. Jacinto,General,Level 1,651-2253,None,,,,RIZAL PROV'L HOSP.SYSTEM- ANGONO ANNEX
137,CALABARZON,RIZAL,,"Manila East Road, Darangan, Morong, Rizal",GOVT,Province,RIZAL PROVINCIAL HOSPITAL SYSTEM - BINANGONAN ANNEX,64,Dr. Angel Q. Daquigan,General,Level 1,620-2400,rphsbinangonan @gmail.com,,,,RIZAL PROVINCIAL HOSPITAL SYSTEM - BINANGONAN ANNEX
138,CALABARZON,RIZAL,,"T. Claudio St. Brgy. San Juan, Morong, Rizal",GOVT,Province,RIZAL PROVINCIAL HOSPITAL SYTEM-MORONG MAIN,100,"JAIME J. AMAGSILA, MD",General,Level 1,653-1053,rph@yahoo.com,,,,RIZAL PROVINCIAL HOSPITAL SYTEM-MORONG MAIN
139,CALABARZON,RIZAL,Antipolo City,"Sitio Cabading, Inarawan, Antipolo City, Rizal",GOVT,City,ANTIPOLO CITY HOSPITAL SYSTEM - CABADING,27,Dr. Rizza Jane R. Vinluan,General,Level 1,475-1876,"achs3_lab@yahoo
.com",,,,ANTIPOLO CITY HOSPITAL SYSTEM - CABADING
140,CALABARZON,RIZAL,Antipolo City,"Sumulong Highway, Brgy. Mambugan, Antipolo City, Rizal",GOVT,City,ANTIPOLO CITY HOSPITAL SYSTEM IV - MAMBUGAN,46,Dr. Virgilio Zafra,General,Level 1,2403314,achsmambugan@ yahoo.com,,,,ANTIPOLO CITY HOSPITAL SYSTEM IV - MAMBUGAN
141,CALABARZON,RIZAL,Antipolo City,"NHA. Avenue, Purok Imelda, Brgy Dela Paz, Antipolo City, Rizal",GOVT,Province,RIZAL PROVINCIAL HOSPITAL SYSTEM-ANTIPOLO ANNEX,50,Dr. Sonny Barreto,General,Level 1,639-5034,rphsangonoannex @yahoo.com,,,,RIZAL PROVINCIAL HOSPITAL SYSTEM-ANTIPOLO ANNEX
142,CALABARZON,RIZAL,Antipolo City,"Provincial Road, Barangay Dalig, Antipolo City, Rizal",GOVT,Province,RIZAL PROVINCIAL HOSPITAL SYSTEM-ANTIPOLO ANNEX II,70,Dr. Aline G. Ibasco - Coronado,General,Level 1,997-9401,None,,,,RIZAL PROVINCIAL HOSPITAL SYSTEM-ANTIPOLO ANNEX II
143,CALABARZON,BATANGAS,,"Villa Marquita Subdivision, Lumbangan, Sitio Sagbat, Nasugbu, Batangas",GOVT,District,APACIBLE MEMORIAL DIST. HOSPITAL,50,Dr. Gilma Arcales,General,Level 1,O9175346607,apaciblememorial districthospital@y ahoo.com,,,,APACIBLE MEMORIAL DIST. HOSPITAL
144,CALABARZON,BATANGAS,,"Brgy. Palanas, Lemery, Batangas",GOVT,Province,"BATANGAS PROVINCIAL
HOSPITAL (DON JUAN MAYUGA MEMORIAL HOSPITAL)",50,Dr. Jose Jesse I. Villanueva,General,Level 1,(043) 409-0573,batprohospital@y ahoo.com,,,,"BATANGAS PROVINCIAL
HOSPITAL (DON JUAN MAYUGA MEMORIAL HOSPITAL)"
145,CALABARZON,BATANGAS,,"S. Ylagan St., Aplaya, Bauan, Batangas",GOVT,Municipal,BAUAN GENERAL HOSPITAL,45,Dr. Maria Dolores Bondoc,General,Level 1,(043)722-0550,bghospital_13@y ahoo.com,,,,BAUAN GENERAL HOSPITAL
146,CALABARZON,BATANGAS,,"Gumamela, Balayan, Batangas",GOVT,District,DON MANUEL LOPEZ MEM. DIST. HOSPITAL,50,Dr. Antonio C. Hernandez,General,Level 1,(043)980-0541,donmanuellopezh ospital@yahoo.co m,,,,DON MANUEL LOPEZ MEM. DIST. HOSPITAL
147,CALABARZON,BATANGAS,,"Fabrica, Lobo, Batangas",GOVT,Municipal,LOBO MUNICIPAL HOSPITAL,14,Dr. Priscilla S. Sulit,General,Level 1,O9178864297,lobo_municipal_h ospital@yahoo.co m,,,,LOBO MUNICIPAL HOSPITAL
148,CALABARZON,BATANGAS,,"Namunga, Rosario, Batangas",GOVT,District,MAHAL NA VIRGEN MARIA STO.ROSARIO DISTRICT HOSPITAL,30,Dr. Augustus Caesar P. Apalisok,General,Level 1,(043) 706-4137,mvmstorosariodis tricthospital@yah oo.com,,,,MAHAL NA VIRGEN MARIA STO.ROSARIO DISTRICT HOSPITAL
149,CALABARZON,BATANGAS,,"Malvar cor Mabini St. Cuenca, Batangas",GOVT,District,MARTIN MARASIGAN DISTRICT HOSPITAL,25,Dr. Ednel M. Adajar,General,Level 1,(043) 740-1381,martinmarasigan1 980@yahoo.com,,,,MARTIN MARASIGAN DISTRICT HOSPITAL
150,CALABARZON,BATANGAS,,"Banay-Banay 1, San Jose, Batangas",GOVT,District,SAN JOSE DISTRICT HOSPITAL,25,Dr. Reynaldo C. Ozaeta,General,Level 1,(043)726-0158,sjdhbats_78@yah oo.com,,,,SAN JOSE DISTRICT HOSPITAL
151,CALABARZON,BATANGAS,,"Talahiban 2nd, San Juan, Batangas",GOVT,District,SAN JUAN DISTRICT HOSPITAL,25,Dr. Danilo Dimaunahan,General,Level 1,(043) 575-3756,sanjuandistrictho spital@yahoo.co m,,,,SAN JUAN DISTRICT HOSPITAL
152,CALABARZON,BATANGAS,Batangas City,"Kumintang Ibaba, Batangas City",GOVT,DOH Ret,BATANGAS MEDICAL CENTER,500,Dr. Ramoncito C. Magnaye,General,Level 3,043-7408303-07,batmedcen@yaho o.com.ph,,,increase in ABC 400-500 (4/30/2021),BATANGAS MEDICAL CENTER
153,CALABARZON,BATANGAS,Lipa City,"Fernando Blvd., Fernando Air Base, Lipa City, Batangas",GOVT,PAF,FERNANDO AIR BASE HOSPITAL,70,LTC. Alekhine C. Tinio,General,Level 1,(043)778- 1810/0960,fab_hospital@yah oo.com,,,,FERNANDO AIR BASE HOSPITAL
154,CALABARZON,BATANGAS,Lipa City,"Granja, Lipa City, Batangas",GOVT,District,LIPA CITY DISTRICT HOSPITAL,75,Dr. Luisito Briones,General,Level 1,455-3175,lcdh_chona@yah oo.com.ph,,,,LIPA CITY DISTRICT HOSPITAL
155,CALABARZON,BATANGAS,Lipa City,"Tangco Drive, Marawoy, Lipa City, Batangas",GOVT,City,OSPITAL NG LIPA,70,Dr. Percival V. Lojo,General,Level 1,(043) 702-1805,ospitalnglipa2013 @gmail.com,,,,OSPITAL NG LIPA
156,CALABARZON,BATANGAS,Tanauan City,"Santor, Tanauan City, Batangas",GOVT,District,LAUREL MEMORIAL DISTRICT HOSPITAL,25,Dr. Venus De Grano,General,Level 1,(043)723-3011,lmdh36c@yahoo. com,,,,LAUREL MEMORIAL DISTRICT HOSPITAL
157,CALABARZON,QUEZON,,"National Road Cor Quezon St. Alabat, Quezon",GOVT,District,ALABAT ISLAND DISTRICT HOSPITAL,25,Dr. Teodoro Serrano,General,Level 1,(042) 302-8028,trsjr_2@yahoo.co m,,,,ALABAT ISLAND DISTRICT HOSPITAL
158,CALABARZON,QUEZON,,"Brgy. 08, Catanauan, Quezon",GOVT,District,BONDOC PENINSULA DISTRICT HOSPITAL,25,Dr. Rosaline A. Ojastro,General,Level 1,(042) 315-8413,bpdhcatanauan@ gmail.com,,,,BONDOC PENINSULA DISTRICT HOSPITAL
159,CALABARZON,QUEZON,,"Brgy. Gumian, Infanta, Quezon",GOVT,District,CLARO M. RECTO MEMORIAL DISTRICT  HOSPITAL,25,Dr. Corazon A. Delos Reyes,General,Level 1,(042) 535-2882,cmrmdh@yahoo.c om,,,,CLARO M. RECTO MEMORIAL DISTRICT  HOSPITAL
160,CALABARZON,QUEZON,,"G. Orda St. Zone II, Atimonan, Quezon",GOVT,District,DOÑA MARTA MEMORIAL DISTRICT HOSPITAL,50,Dr. Arnulfo Imperial,General,Level 1,(042) 316-5326,dmmdh_atiomona n.quezon@yahoo. com,,,,DOÑA MARTA MEMORIAL DISTRICT HOSPITAL
161,CALABARZON,QUEZON,,"Brgy Calimpac, Guinayangan, Quezon",GOVT,District,GUINAYANGAN MEDICARE COMMUNITY HOSPITAL,15,Dr. Florencia A. Vergara,General,Level 1,(042) 303-4462,gmch_fravergara @yahoo.com.ph,,,,GUINAYANGAN MEDICARE COMMUNITY HOSPITAL
162,CALABARZON,QUEZON,,"Maharlika Highway, Brgy. Rosario, Gumaca, Quezon",GOVT,District,GUMACA DISTRICT HOSPITAL,75,Dr. Sonny Ching,General,Level 1,(042) 317-4818,gdh_011658@yah oo.com,,,,GUMACA DISTRICT HOSPITAL
163,CALABARZON,QUEZON,,"Maharlika Highway, Brgy. Magsaysay, Lopez, Quezon",GOVT,District,MAGSAYSAY MEMORIAL DISTRICT HOSPITAL,75,Dr. Wilson T. Rivera,General,Level 1,(042) 302-6030,mmdhlopezquezo n@yahoo.com,,,,MAGSAYSAY MEMORIAL DISTRICT HOSPITAL
164,CALABARZON,QUEZON,,"Munting Parang, Tagkwayan, Quezon",GOVT,District,MARIA L. ELEAZAR MEMORIAL DISTRICT HOSPITAL,25,Dr. Reynaldo E. Florino,General,Level 1,(042) 304-8738,mledh_tagkawaya nquezon@yahoo. com,,,,MARIA L. ELEAZAR MEMORIAL DISTRICT HOSPITAL
165,CALABARZON,QUEZON,,"Polo, Mauban, Quezon",GOVT,District,MAUBAN DISTRICT HOSPITAL,25,Dr. Edwin Aguirre,General,Level 1,(042) 784-0216,"maubandistrictho
spital@yahoo.co m",,,,MAUBAN DISTRICT HOSPITAL
166,CALABARZON,QUEZON,,"Brgy. Cawayan I, San Francisco, Quezon",GOVT,Municipal,SAN FRANCISCO MUNICIPAL HOSPITAL,10,Dr. Mario L. Lopez,General,Level 1,O9196824025,sf_mhospital@ya hoo.com,,,,SAN FRANCISCO MUNICIPAL HOSPITAL
167,CALABARZON,QUEZON,,"Brgy. Bayanihan, San Narciso",GOVT,Municipal,SAN NARCISO MUNICIPAL HOSPITAL,10,Dr. Rosaline A. Ojastro,General,Level 1,None,sannarcisomunici palhospital@yaho o.com,,,,SAN NARCISO MUNICIPAL HOSPITAL
168,CALABARZON,QUEZON,,"Brgy. Ibabang Kalilayan, Unisan, Quezon",GOVT,Province,UNISAN MEDICARE COMMUNITY HOSPITAL,10,Jesus Maralit Calayag,General,Level 1,(042) 549-8362,conglancion@yah oo.com,,,,UNISAN MEDICARE COMMUNITY HOSPITAL
169,CALABARZON,QUEZON,Lucena City,"Quezon Avenue, Lucena City, Quezon",GOVT,Province,QUEZON MEDICAL CENTER,200,Dr. Rolando A. Padre,General,Level 2,042-7103444,quezon.medicalce nter@yahoo.com. ph,,,,QUEZON MEDICAL CENTER
170,MIMAROPA,ORIENTAL MINDORO,Calapan City,"Sta. Isabel, Calapan City, Oriental Mindoro",GOVT,Province,ORIENTAL MINDORO PROVINCIAL HOSPITAL,182,Dr. Dante A. Nuestro,General,Level 1,(043) 288-2661,omphpgom@gmai l.com,,,100-182,ORIENTAL MINDORO PROVINCIAL HOSPITAL
