region,province,city,complete_address,owner_ship,name_of_clinic,no._of_station,head_of_the_facility,contact_number,e_mail_address,validity,remarks,mapping_address,lat,lng,current_distance,gmaps_url,index
CENTRAL LUZON,BATAAN,NaN,"Brgy. Duale, Limay, Bataan",PVT,LIMAY KIDNEY AND DIALYSIS CENTER CORPORATION (new),10,Dr. Shalee Santos,NaN,agilamed@yahoo.com/limaykdc2020@gmail.com,"Dec. 9, 2021 to
Dec. 31, 2023",NaN,"Brgy. Duale, Limay, Bataan",14.547527,120.5779291,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,60.0
CENTRAL LUZON,BATAAN,NaN,"Km. 148, Villa Imperial Subd. Lucanin, 3rd Dist. Mariveles, Bataan",PVT,"SAINT NICHOLAS DIALYSIS CENTER , INC.",21,Dr. Bryan Christian llagan,"09778198340/09
504476909",stnicholaskidneycare@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"Km. 148, Villa Imperial Subd. Lucanin, 3rd Dist. Mariveles, Bataan",14.4656833,120.5980547,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,61.0
CENTRAL LUZON,BATAAN,NaN,"Kaparangan, Orani, Bataan",PVT,ORANI KIDNEY AND DIALYSIS CENTER,8,Dr. Hezel A. Diwa,9989926763,okdc2016@yahoo.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"Kaparangan, Orani, Bataan",14.79303,120.5408624,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,62.0
CENTRAL LUZON,BATAAN,Balanga City,"Laurel St., San Jose, Balanga City, Bataan",PVT,BATAAN KIDNEY AND DIALYSIS CENTER,17,Dr. Ma. Jewewui Reyes,"047-
2371342/240482
5",bkdc2000@yahoo.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"Laurel St., San Jose, Balanga City, Bataan",14.6780283,120.538264,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,63.0
CENTRAL LUZON,BATAAN,Balanga City,"600 General Capinpin St., San Jose, Balanga City, Bataan",PVT,CLINICA NEPHROLOGIA DIALYSIS AND MEDICAL CENTER,26,Ma. Lorelie Lucio- Tong,"047-
2376627/091780
84880",Bee_525@yahoo.com,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"600 General Capinpin St., San Jose, Balanga City, Bataan",14.6761261,120.5358253,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,64.0
CENTRAL LUZON,BATAAN,Balanga City,"600 General Capinpin St. San Jose Balanga, Bataan",PVT,"SAINT NICHOLAS DIALYSIS CENTER, INC. (new)",21,Dr. Ma. Lorelei Lucio Tong,9778198340,clinicalmanager_corporateoffice@yahoo.com,"April 8, 2021 to
Dec. 31, 2023",NaN,"600 General Capinpin St. San Jose Balanga, Bataan",14.6761261,120.5358253,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,65.0
CENTRAL LUZON,BULACAN,NaN,"M. Ponce St., Tibag, Baliuag, Bulacan",PVT,PRO RENAL SPECIALIST DIALYSIS CENTER CORPORATION,10,Dr. Minerva G. Nicolas,9228316500,therenalcompany2030@gmail.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"M. Ponce St., Tibag, Baliuag, Bulacan",14.9570354,120.9031954,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,66.0
CENTRAL LUZON,BULACAN,NaN,"252 Burgos St., Brgy. Poblacion,Bocaue, Bulacan",PVT,PRO RENAL SPECIALIST DIALYSIS CENTER CORPORATION,13,Dr. Rocelia DR. Gonzales,0922-8316500,therenalcompany2026@gmail.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"252 Burgos St., Brgy. Poblacion,Bocaue, Bulacan",16.0703674,119.9399469,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,67.0
CENTRAL LUZON,BULACAN,NaN,"General A. Santos Highway, Poblacion, Bustos, Bulacan",PVT,RENAL SOLUTIONS DIALYSIS CENTER CO.,11,Dr. Olivia Idio,044-7611005,therenalcompany2030@gmail.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"General A. Santos Highway, Poblacion, Bustos, Bulacan",14.9547757,120.9116276,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,68.0
CENTRAL LUZON,BULACAN,NaN,"G. del Pilar, Poblacion, Calumpit, Bulacan",PVT,PRO RENAL SPECIALIST DIALYSIS CENTER CORPORATION,10,Dr. Minerva Nicolas,"0922-
8316500/815245
5",therenalcompany2026@gmail.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"G. del Pilar, Poblacion, Calumpit, Bulacan",14.9168998,120.7668459,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,69.0
CENTRAL LUZON,BULACAN,NaN,"Along McArhur Highway, G/F ASM Plaza Building, Caniogan, Calumpit, Bulacan",PVT,"ST. FRANCIS HEMODIALYSI CENTER, INC. (new)",10,Dr. Ritchel A. Hidalgo,0917-5174933,hrmostfrancishemodialysiscenter@gmail.com,"Jan. 18.2021 to
Dec. 31, 2023",NaN,"Along McArhur Highway, G/F ASM Plaza Building, Caniogan, Calumpit, Bulacan",14.9061868,120.7677701,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,70.0
CENTRAL LUZON,BULACAN,NaN,"#662 JFBI Security Building, McArthur Hi- way, Ilang-ilang, Guiguinto, Bulacan",PVT,RENAL DIALYSIS CENTER,7,Dr. Ritchel A. Hidalgo,9330041975,renalhealth.dialysis@gmail.com,"July 21, 2020 to
Dec. 31, 2022",NaN,"#662 JFBI Security Building, McArthur Hi- way, Ilang-ilang, Guiguinto, Bulacan",14.8305215,120.8707135,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,71.0
CENTRAL LUZON,BULACAN,NaN,"Municipal Compound Poblacion, Norzagaray, Bulacan",PVT,"PRO RENAL SPECIALIST DIALYSIS CENTER, INC.",6,DR. Mara Tugade,9228316500,therenalcompany2025@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"Municipal Compound Poblacion, Norzagaray, Bulacan",14.9142186,121.0478433,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,72.0
CENTRAL LUZON,BULACAN,NaN,"G/F Juan Hugo Ccommercial Complex, JP Rizal t., Poblacion, Pandi, Bulacan",PVT,"NEPHROMED SPECIALISTS, INC.",8,Dr. Minerva G. Nicolas,"8026008/097720
68542",nephromed@yahoo.com,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"G/F Juan Hugo Ccommercial Complex, JP Rizal t., Poblacion, Pandi, Bulacan",14.8647841,120.9534102,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,73.0
CENTRAL LUZON,BULACAN,NaN,"2nd Floor Reina del Cielo Maternity and General Hospital, Brgy. Banga 1st . Plaridel, Bulacan",PVT,"HEMOTEK RENAL CENTER, INC.",9,Dr. Rachell Ann C. Siute,044-7955381,hemotekplaridel@yahoo.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"2nd Floor Reina del Cielo Maternity and General Hospital, Brgy. Banga 1st . Plaridel, Bulacan",14.8869429,120.8666793,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,74.0
CENTRAL LUZON,BULACAN,NaN,"Marcelo-Padilla Children's & Medical Hospital, Banga 1st, Plaridel, Bulacan",PVT,RENAL LIFECARE DIALYSIS CENTER CO.,5,Dr. Marichel Pile- Coronel,44-9312752,therenalcompany2030@gmail.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"Marcelo-Padilla Children's & Medical Hospital, Banga 1st, Plaridel, Bulacan",14.8843945,120.8700614,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,75.0
CENTRAL LUZON,BULACAN,NaN,"National Road, Poblacion, Pulilan, Bulacan",PVT,THE GOOD SHEPHERD HOSPITAL RENAL CENTER CO.,5,Dr. Marichel DC Pile,NaN,NaN,"Jan. 1, 2022 to
Dec. 31, 2024","from 8
(2021)-5
(2022)
renewal","National Road, Poblacion, Pulilan, Bulacan",14.9078327,120.8470232,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,76.0
CENTRAL LUZON,BULACAN,NaN,"Cagayan Valley Road, Old St. Rita, San Miguel, Bulacan",PVT,EMMANUEL HOSPITAL DIALYSIS CENTER,10,Dr. Angelito A. Rioveros,"044-
7620890/091783
8343",emmanuelhdc@gmail.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"Cagayan Valley Road, Old St. Rita, San Miguel, Bulacan",15.1343254,120.9698803,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,77.0
CENTRAL LUZON,BULACAN,NaN,"#67 R. Mercado St., Poblacion, Sta. Maria, Bulacan",PVT,GEM NEPHROCARE DIALYSIS CENTER,5,Ritchell A. Hidalgo,"0961-404-2996 /
0933-288-8111",nephrocaregem@gmail.com,"Jan. 3, 2022 to
Dec. 31, 2024",renewal,"#67 R. Mercado St., Poblacion, Sta. Maria, Bulacan",14.8198599,120.964441,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,78.0
CENTRAL LUZON,BULACAN,NaN,"Rogaciano M. Mercado Mem Hospital, C. De Jesus St., Sta. Maria, Bulacan",PVT,"MSR HEALTH CARE, INC.",12,Dr.Joemie D. Soriano,02-5510646,msrhc_bd@gmail.com,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"Rogaciano M. Mercado Mem Hospital, C. De Jesus St., Sta. Maria, Bulacan",14.818849,120.959761,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,79.0
CENTRAL LUZON,BULACAN,NaN,"Puregold Bldg., Gov. F. Halili Avenue, Bagbaguin, Sta. Maria, Bulacan",PVT,RENAL CENTER AND MULTI- SPECIALTY CLINIC CORP,10,Dr. Ma. Katrina Salazar-Simon,044-7629202,NaN,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"Puregold Bldg., Gov. F. Halili Avenue, Bagbaguin, Sta. Maria, Bulacan",14.8131505,120.9517779,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,80.0
CENTRAL LUZON,BULACAN,NaN,"Brgy. Guyon, Sta. Maria, Bulacan",PVT,ST. DOMINIC RENALCARE DIALYSIS CENTER,20,Dr. Genesere Bernarbe Vino,044-8026484,stdominicrenalcare@gmail.com,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"Brgy. Guyon, Sta. Maria, Bulacan",14.847608,120.9808582,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,81.0
CENTRAL LUZON,BULACAN,Malolos City,"Unit 8, New Santos Clinic Comp., McArthur Highway, City of Malolos Bulacan",PVT,NEPHROLOGY CENTER OF MALOLOS BULACAN,10,Dr. Florante G. Tuazon,044-7906553,nephrologycenter07malolosbulacan@yahoo.com,"Jan. 1, 2022 to
Dec. 31, 2024",from 14-10,"Unit 8, New Santos Clinic Comp., McArthur Highway, City of Malolos Bulacan",14.8518913,120.8190882,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,82.0
CENTRAL LUZON,BULACAN,Meycauayan City,"McArthur Highway, Brgy.
Calvario, Meycauayan, Bulacan",PVT,"NEPHROLOGY CENTER OF MEYCAUAYAN BULACAN, INC,",15,Florante G. Tuazon,044-8122313,nephroc.meycauayanb@gmail.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"McArthur Highway, Brgy.
Calvario, Meycauayan, Bulacan",14.7549479,120.9538329,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,83.0
CENTRAL LUZON,BULACAN,San Jose del Monte City,"Saints Vivians Plaza M. Villarica Provincial Rd. Brgy. Muzon, SJDM,
Bulacan",PVT,CVS DIALYSIS CENTER (new),11,Dr. Stephen Roberts,9179691131,salacupcesar@yahoo.com,"June 29, 2021 to
Dec. 31, 2023",NaN,"Saints Vivians Plaza M. Villarica Provincial Rd. Brgy. Muzon, SJDM,
Bulacan",14.8060441,121.0412192,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,84.0
CENTRAL LUZON,BULACAN,San Jose del Monte City,"Apitong St., Phase 6, Pleasant Hills subd., Brgy. San Manuel, San Jose Del Monte City,",PVT,MSR HEALTH CARE INC.,12,Dr. Aubrey D. Andales-Severo,9293441354,msrhc.bd@gmail.com,"July 21, 2020 to
Dec. 31, 2022",NaN,"Apitong St., Phase 6, Pleasant Hills subd., Brgy. San Manuel, San Jose Del Monte City",14.7837529,121.0706433,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,85.0
CENTRAL LUZON,BULACAN,San Jose del Monte City,"101 FLB Bldg. Tungkong Mannga, City of San Jose Del Monte, Bulacan",PVT,METROHEMO DIALYSIS CENTER  (new),5,"Dr. Ma. Christina
P. Kaw","0917-
8181918/044-
8026775",metrohemodialysis2006@gmail.com,"Oct. 25, 2021 to
Dec. 31, 2023",NaN,"101 FLB Bldg. Tungkong Mannga, City of San Jose Del Monte, Bulacan",14.7868736,121.0851019,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,86.0
CENTRAL LUZON,PAMPANGA,NaN,"Mc Arthur Highway, Sulipan, Apalit Pampanga",PVT,APALIT HEMODIALYSIS CENTER CORPORATION,16,Dr. Angelito A. Rioveros,99999155,apalithemodialysis19@yahoo.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"Mc Arthur Highway, Sulipan, Apalit Pampanga",14.9338152,120.7596303,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,87.0
CENTRAL LUZON,PAMPANGA,NaN,"Purok V, Brgy. Fortuna, Floridablanca, Pampanga",PVT,FLORIDABLANCA HEMODIALYSIS CENTER CORP.,18,Dr. Ismael G. Ramos,"045-4026929 /
0909-5792416 /
0920-8798148",NaN,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"Purok V, Brgy. Fortuna, Floridablanca, Pampanga",14.978603,120.5178343,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,88.0
CENTRAL LUZON,PAMPANGA,NaN,"National Highway, Brgy. San Antonio, Guagua, Pampanga",PVT,"GC HEMODYNAMIX, INC.",15,Dr. Alexandro S. Sese,0917-6061726,jomarsayco@rocketmail.com.ph,"Sept. 17, 2020 to
Dec. 31, 2022",NaN,"National Highway, Brgy. San Antonio, Guagua, Pampanga",14.9676335,120.6099215,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,89.0
CENTRAL LUZON,PAMPANGA,NaN,"Guagua Town Center, Jose Abad Santos Ave., Brgy. San Matias, Guagua, Pampanga",PVT,HOPE DIALYSIS CENTER,19,Dr. Mary Grace Angelica Gomez,0977-8198340,NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"Guagua Town Center, Jose Abad Santos Ave., Brgy. San Matias, Guagua, Pampanga",14.9888675,120.6278684,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,90.0
CENTRAL LUZON,PAMPANGA,NaN,"Annex Bldg, ERDH Compound, San Nicolas I, Lubao, Pampanga",PVT,ST. AGUSTINE DIALYSIS CENTER INC.,4,Dr. Girlie M. Reoyan,(45) 402 6929,sadsanroque@gmail.com/stagustinedialysiscenter@yahoo.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"Annex Bldg, ERDH Compound, San Nicolas I, Lubao, Pampanga",14.9386784,120.5804766,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,91.0
CENTRAL LUZON,PAMPANGA,NaN,"# 01 Ocon Bldg., Purok I, San Roque Arbol, Lubao, Pampanga",PVT,ST. AGUSTINE DIALYSIS CENTER INC.,10,Dr. Jacqueline Tiglao,(45) 402 6929,sadsanroque@gmail.com/stagustinedialysiscenter@yahoo.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"# 01 Ocon Bldg., Purok I, San Roque Arbol, Lubao, Pampanga",14.9023092,120.5408624,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,92.0
CENTRAL LUZON,PAMPANGA,NaN,"Mabalacat District Hospital, Mabalacat Pampanga",PVT,"GKM DIALYSIS CENTER, INC.",5,NaN,Dr. Jaqueline Tiglao,0932-3200874,gkmdialysismabalacat city@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024","Mabalacat District Hospital, Mabalacat Pampanga",15.1925409,120.5802278,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,93.0
CENTRAL LUZON,PAMPANGA,NaN,"Poblacion 1, Sta. Cruz, Magalang Pampanga",PVT,"ST. THERESA DIALYSIS CENTER, INC.",15,NaN,Dr. Jan Melvin M. Zapanta,094521-3274,stdcimagalang2019@g mail.com,"Jan. 1 , 2022 -
Dec. 31, 2024","Poblacion 1, Sta. Cruz, Magalang Pampanga",12.6679167,123.9881642,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,94.0
CENTRAL LUZON,PAMPANGA,NaN,Spillway Punzalan Bldg. Brgy. Sto. Rosario Mexico Pampanga,PVT,MEXICO HEMODIALYSIS CENTER CORPORATION,14,NaN,Dr. Ismael G. Ramos,"09209798148/
(045)435-7792",mexicohemodialysis12 @yahoo.com,"Jan. 1, 2022  to
Dec. 31, 2024",Spillway Punzalan Bldg. Brgy. Sto. Rosario Mexico Pampanga,15.0675955,120.7278203,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,95.0
CENTRAL LUZON,PAMPANGA,NaN,"Jose Abad Santos Avenue Road, Brgy. Lagundi Mexico Pampanga",PVT,"PENINSULA MEXICO DIAGNOSTIC CLINIC CORP.
(new)",6,NaN,Dr. Marc Angelo P. Hizon,045-5555704,mpchemodialysis@gm ail.com,"Jan. 28, 2021 to
Dec. 31, 2023","Jose Abad Santos Avenue Road, Brgy. Lagundi Mexico Pampanga",15.0525924,120.7084528,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,96.0
CENTRAL LUZON,PAMPANGA,NaN,"Jose Songco Lapid District Hospital Gen. Luna St., Babo Sacan, Porac, Pampanga",PVT,"JOSEPH BENEDICT HEALTHCARE ALLIANCE CENTER, INC.",6,NaN,Dr. Jan Melvin M. Zapanta,9189089168,japdeluna@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024","Jose Songco Lapid District Hospital Gen. Luna St., Babo Sacan, Porac, Pampanga",15.0641238,120.543021,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,97.0
CENTRAL LUZON,PAMPANGA,Angeles City,"Holy Family Medical Center, Inc., #179 Entiero St., Brgy. Sto. Cristo, Angeles City, Pampanga",PVT,MJM RENAL CARE,8,NaN,Dr. Rene Toledano,(045)385-2396,NaN,"Jan. 1, 2020 to
Dec. 31, 2022","Holy Family Medical Center, Inc., #179 Entiero St., Brgy. Sto. Cristo, Angeles City, Pampanga",15.1400254,120.5943236,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,98.0
CENTRAL LUZON,PAMPANGA,Angeles CIty,"3rd Floor W. Long Building Mac Arthur Hi- way  Corner-Angeles Magalang Road, Angeles City, Pampanga",PVT,RENAL CLINICAL CARE SERVICES INC.,30,NaN,Dr. Marizel M. Catungal,9190044380,rccsdialysis@gmail.co m,"Jan. 1, 2022 to
Dec. 31, 2024","3rd Floor W. Long Building Mac Arthur Hi- way  Corner-Angeles Magalang Road, Angeles City, Pampanga",15.1733039,120.6221803,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,99.0
CENTRAL LUZON,PAMPANGA,Angeles City,"Building 2-D, Montang Ave., Diamond Balibago, Angeles City, Pampanga",PVT,"SAINT MARY KIDNEY CARE CENTER, INC.",10,NaN,Dr. Darwin Darjuan,"045-9616677/
0917-5952021",NaN,"Jan. 1, 2022 to
Dec. 31, 2024","Building 2-D, Montang Ave., Diamond Balibago, Angeles City, Pampanga",15.1621025,120.5916347,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,100.0
CENTRAL LUZON,PAMPANGA,Angeles City,"Unit EG Building Friendship Rd. Brgy. Pampanga, Angeles City, Pampanga",PVT,O2 MEDLINK INC. (new),6,NaN,Dr. Lei Anne Carolina,9353590755,o2medlinkrenalcarece nter@gmail.com,"June 18, 2021 to
Dec. 31, 2023","Unit EG Building Friendship Rd. Brgy. Pampanga, Angeles City, Pampanga",15.1302103,120.5745502,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,101.0
CENTRAL LUZON,PAMPANGA,Mabalacat City,"Lot 13 Block 10, Mc Arthur Highway, Mabiga, Mabalacat City, Pampanga",PVT,ACCU-RENAL MEDICAL SERVICES  (ARMS) INC.,12,NaN,Dr. Jan Melvin M. Zapanta,0998-9817415,accurenal@yahoo.com,"Jan.1, 2022 to
Dec.31, 2024","Lot 13 Block 10, Mc Arthur Highway, Mabiga, Mabalacat City, Pampanga",15.183656,120.585557,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,102.0
CENTRAL LUZON,PAMPANGA,Mabalacat City,"Phase I, Sapang Biabas Resettlement Center, Mabalacat City, Pampanga",PVT,MABALACAT CITY HEMODIALYSIS CENTER,NaN,9,Dr. Ramon Jose Suarez,9161555052,mabalacathemodialysi s@gmail.com,"Jan. 1, 2020 to
Dec. 31, 2022","Phase I, Sapang Biabas Resettlement Center, Mabalacat City, Pampanga",15.204589,120.6063256,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,104.0
CENTRAL LUZON,PAMPANGA,"City of San Fernando, Pampanga","Center for Urologic Health, Brgy. Sindalan, City of San Fernando, Pampanga",PVT,"GC HEMODYNAMIX, INC.",NaN,15,"Dr. Elejandro Sese, Jr.",0917-107-1680,gdhi.tarlac@gmail.com,"Jan. 1, 2020 to
Dec. 31, 2022","Center for Urologic Health, Brgy. Sindalan, City of San Fernando, Pampanga",15.0862743,120.6340407,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,105.0
CENTRAL LUZON,PAMPANGA,"City of San Fernando, Pampanga","NVP Bldg., McArthur Highway, Brgy. Saguin, San Fernando City, Pampanga",PVT,HEMOTEK RENAL CENTER,NaN,15,Dr. Grace M. Nierras,(45)4550198,NaN,"Jan. 1, 2021 to
Dec. 31, 2023","NVP Bldg., McArthur Highway, Brgy. Saguin, San Fernando City, Pampanga",15.8021029,120.4587495,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,106.0
CENTRAL LUZON,PAMPANGA,"City of San Fernando, Pampanga","G/F Do�a Juliana Bldg., Juliana Subd., City of San Fernando, Pampanga",PVT,"NEPHROLIFE, INC.",NaN,10,Dr. Marc Angelo P. Hizon,NaN,nephrolifedialysiscent er@gmail.com,"Dec. 9, 2020 to
Dec. 31, 2022","G/F Do�a Juliana Bldg., Juliana Subd., City of San Fernando, Pampanga",15.061349,120.657949,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,107.0
CENTRAL LUZON,PAMPANGA,"City of San Fernando, Pampanga","Block 3 Lot 6, Dolores Heights City of San Fernando, Pampanga",PVT,SAN FERNANDO HEMODIALYSIS CENTER CORP.,NaN,12,Dra. Zarah Maria Tan,9162149432,sanfernandohemodialy sis20@yahoo.com,"Dec. 12, 2020 to
Dec, 31, 2022","Block 3 Lot 6, Dolores Heights City of San Fernando, Pampanga",15.047496,120.6746009,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,108.0
CENTRAL LUZON,PAMPANGA,"City of San Fernando, Pampanga","G/F, CLK Bldg. Dolores, McArthur Highway City of San Fernando,
Pampanga",PVT,"ST. THERESA DIALYSIS CENTER, INC.",NaN,24,Dr. Jan Melvin M. Zapanta,(045)9616677,NaN,"Jan.1, 2022 to
Dec.31, 2024","G/F, CLK Bldg. Dolores, McArthur Highway City of San Fernando,
Pampanga",16.2248325,120.5029494,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,109.0
CENTRAL LUZON,PAMPANGA,"City of San Fernando, Pampanga","Lazatin Blvd. Villa Victoria Subdivision, City of San Fernando, Pampanga",PVT,TOLEDANO MEDICAL CLINIC AND  DIALYSIS CENTER,NaN,14,Dr. Renne G. TOledano,(045)9612162,lordatu@icloud.com,"Jan. 1, 2022 to
Dec. 31, 2024","Lazatin Blvd. Villa Victoria Subdivision, City of San Fernando, Pampanga",15.0341048,120.6745752,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,110.0
CENTRAL LUZON,TARLAC,NaN,"Unit 3 to 8, Ground Floor, Queen's Central, McArthur Highwa y,
Brgy. Sto. Domingo I,",PVT,FRESENIUS KIDNEY CARE,NaN,12,Dr. Janice Q. Rivera,(045)925-4816,nephrocare.capas2@f mc-asia.com,"Jan. 1, 2020 to
Dec. 31, 2022","Unit 3 to 8, Ground Floor, Queen's Central, McArthur Highwa y,
Brgy. Sto. Domingo I",16.2248325,120.5029494,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,111.0
CENTRAL LUZON,TARLAC,NaN,"Mac Arthur Highway Sto.
Domingo II Capas, Tarlac",PVT,"GC HEMODYNAMIX, INC.",NaN,15,Dr. Janice Rivera,0917-107-1680,gdhi.tarlac@gmail.com,"Jan. 1, 2020 to
Dec. 31, 2022","Mac Arthur Highway Sto.
Domingo II Capas, Tarlac",16.2248325,120.5029494,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,112.0
CENTRAL LUZON,Tarlac,NaN,"L. Cortez corner Plaridel Sts., Brgy. San Nicolas Poblacion, Concepcion Tarlac",PVT,CONCEPCION HEMODIALYSIS CENTER INC,NaN,28,"Dr. Monina Cleofas
V. Lucas","0912-101-4939/
0946-366-4977",chcitarlac@gmail.com/ concepcionhemodialys iscenter@gmail.com,"Jan.13 2022-Dec. 31, 2024","L. Cortez corner Plaridel Sts., Brgy. San Nicolas Poblacion, Concepcion Tarlac",15.3229692,120.6559401,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,113.0
CENTRAL LUZON,TARLAC,NaN,"Lot 17, Block 2, Green Village Conception, Tarlac",PVT,ST. AGUSTINE DIALYSIS CENTER INC.,NaN,14,"Flanz Roven D. Calvelo, MD/Dr. Monina Cleofas V. Lucas",09072065081,st.agustinedialysiscent ertarlac@yahoo.com,"Jan. 1, 2021 to
Dec. 31, 2023","Lot 17, Block 2, Green Village Conception, Tarlac",15.3238398,120.6674421,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,114.0
